/Dret<0> X,/Dret<0> Y
1.437499999999998e-08,2.313891632165099e-05
1.449999999999998e-08,0.0002161550218780712
1.462499999999998e-08,0.001010690963616002
1.474999999999998e-08,-0.0001503055975055715
1.487499999999998e-08,-0.0003748418536647563
1.499999999999998e-08,-5.738314352325763e-05
1.512499999999997e-08,-1.681261887661879e-06
1.524999999999997e-08,4.878087405099188e-06
1.537499999999997e-08,3.542831920074779e-06
1.549999999999997e-08,2.0182422334018e-06
1.562499999999997e-08,1.119494580898613e-06
1.574999999999998e-08,6.44449600352509e-07
1.587499999999997e-08,4.014339175594196e-07
1.599999999999997e-08,2.821302021147117e-07
1.612499999999997e-08,-1.314204934940077e-06
1.624999999999997e-08,9.340373978119462e-05
1.637499999999997e-08,-0.0002211108664250979
1.649999999999997e-08,-0.004812159582017026
1.662499999999997e-08,-0.000888725415310282
1.674999999999997e-08,0.5018558200203774
1.687499999999997e-08,1.78833099193418
1.699999999999997e-08,1.799072766517533
1.712499999999997e-08,1.799935790394649
1.724999999999997e-08,1.79998055587898
1.737499999999997e-08,1.799985575217845
1.749999999999996e-08,1.799988594941528
1.762499999999996e-08,1.799990447591663
1.774999999999996e-08,1.799991650539762
1.787499999999996e-08,1.799992519176898
1.799999999999996e-08,1.799993149488605
1.812499999999996e-08,1.799995566769195
1.824999999999996e-08,1.799962215179138
1.837499999999996e-08,1.800171850221639
1.849999999999996e-08,1.801008280750959
1.862499999999996e-08,1.804943763376038
1.874999999999996e-08,1.808921380520492
1.887499999999996e-08,1.807238119428564
1.899999999999996e-08,1.800560719996136
1.912499999999996e-08,1.799487106807786
1.924999999999996e-08,1.799541948973409
1.937499999999996e-08,1.799677640856457
1.949999999999996e-08,1.799765732470003
1.962499999999996e-08,1.799818969239602
1.974999999999996e-08,1.799852720810615
1.987499999999995e-08,1.799875960734208
1.999999999999995e-08,1.799892834296037
2.012499999999995e-08,1.79990287371342
2.024999999999995e-08,1.800060913366021
2.037499999999995e-08,1.799629310826027
2.049999999999995e-08,1.792351750875351
2.062499999999995e-08,1.785039571902645
2.074999999999995e-08,1.792981909686602
2.087499999999995e-08,1.799232065416057
2.099999999999995e-08,1.799949405132689
2.112499999999995e-08,1.799995172487177
2.124999999999995e-08,1.799997803431856
2.137499999999995e-08,1.79999874627392
2.149999999999995e-08,1.799999389982504
2.162499999999995e-08,1.79999976626401
2.174999999999995e-08,1.799999975723658
2.187499999999994e-08,1.80000009545979
2.199999999999995e-08,1.800000163398977
2.212499999999995e-08,1.800002114758483
2.224999999999994e-08,1.799967607656993
2.237499999999994e-08,1.800175927066507
2.249999999999994e-08,1.801012943161271
