Power_Bias X,Power_Bias Y
1.067499999999991e-07,0.00018
1.068749999999991e-07,0.00018
1.069999999999991e-07,0.00018
1.071249999999991e-07,0.00018
1.072499999999991e-07,0.00018
1.073749999999991e-07,0.00018
1.074999999999991e-07,0.00018
1.076249999999991e-07,0.00018
1.077499999999991e-07,0.00018
1.078749999999991e-07,0.00018
1.079999999999991e-07,0.00018
1.081249999999991e-07,0.00018
1.082499999999991e-07,0.00018
1.083749999999991e-07,0.00018
1.084999999999991e-07,0.00018
1.086249999999991e-07,0.00018
1.087499999999991e-07,0.00018
1.088749999999991e-07,0.00018
1.089999999999991e-07,0.00018
1.091249999999991e-07,0.00018
1.09249999999999e-07,0.00018
1.09374999999999e-07,0.00018
1.09499999999999e-07,0.00018
1.09624999999999e-07,0.00018
1.09749999999999e-07,0.00018
